Delay,CDF
2.500000000000000000e+01,2.286758220990298685e-01
2.500000000000000000e+01,2.288018142875141714e-01
2.500000000000000000e+01,2.289278064759984743e-01
2.500000000000000000e+01,2.290537986644828050e-01
2.500000000000000000e+01,2.291797908529671080e-01
2.500000000000000000e+01,2.293057830414514386e-01
2.500000000000000000e+01,2.294317752299357416e-01
2.500000000000000000e+01,2.295577674184200445e-01
2.500000000000000000e+01,2.296837596069043752e-01
2.500000000000000000e+01,2.298097517953886781e-01
2.500000000000000000e+01,2.299357439838730088e-01
2.500000000000000000e+01,2.300617361723573118e-01
2.500000000000000000e+01,2.301877283608416147e-01
2.500000000000000000e+01,2.303137205493259454e-01
2.500000000000000000e+01,2.304397127378102483e-01
2.500000000000000000e+01,2.305657049262945790e-01
2.500000000000000000e+01,2.306916971147788820e-01
2.500000000000000000e+01,2.308176893032631849e-01
2.500000000000000000e+01,2.309436814917475156e-01
2.500000000000000000e+01,2.310696736802318185e-01
2.500000000000000000e+01,2.311956658687161492e-01
2.500000000000000000e+01,2.313216580572004522e-01
2.500000000000000000e+01,2.314476502456847551e-01
2.500000000000000000e+01,2.315736424341690858e-01
2.500000000000000000e+01,2.316996346226533887e-01
2.500000000000000000e+01,2.318256268111377194e-01
2.500000000000000000e+01,2.319516189996220223e-01
2.500000000000000000e+01,2.320776111881063253e-01
2.500000000000000000e+01,2.322036033765906560e-01
2.500000000000000000e+01,2.323295955650749589e-01
2.500000000000000000e+01,2.324555877535592896e-01
2.500000000000000000e+01,2.325815799420435925e-01
2.500000000000000000e+01,2.327075721305278955e-01
2.500000000000000000e+01,2.328335643190122262e-01
2.500000000000000000e+01,2.329595565074965291e-01
2.500000000000000000e+01,2.330855486959808598e-01
2.500000000000000000e+01,2.332115408844651627e-01
2.500000000000000000e+01,2.333375330729494657e-01
2.500000000000000000e+01,2.334635252614337964e-01
2.500000000000000000e+01,2.335895174499180993e-01
2.500000000000000000e+01,2.337155096384024300e-01
2.500000000000000000e+01,2.338415018268867329e-01
2.500000000000000000e+01,2.339674940153710359e-01
2.500000000000000000e+01,2.340934862038553665e-01
2.500000000000000000e+01,2.342194783923396695e-01
2.500000000000000000e+01,2.343454705808240002e-01
2.600000000000000000e+01,2.344714627693083031e-01
2.600000000000000000e+01,2.345974549577926060e-01
2.600000000000000000e+01,2.347234471462769367e-01
2.600000000000000000e+01,2.348494393347612397e-01
2.600000000000000000e+01,2.349754315232455704e-01
2.600000000000000000e+01,2.351014237117298733e-01
2.600000000000000000e+01,2.352274159002141762e-01
2.600000000000000000e+01,2.353534080886985069e-01
2.600000000000000000e+01,2.354794002771828099e-01
2.600000000000000000e+01,2.356053924656671406e-01
2.600000000000000000e+01,2.357313846541514435e-01
2.600000000000000000e+01,2.358573768426357464e-01
2.600000000000000000e+01,2.359833690311200771e-01
2.600000000000000000e+01,2.361093612196043801e-01
2.600000000000000000e+01,2.362353534080887107e-01
2.600000000000000000e+01,2.363613455965730137e-01
2.600000000000000000e+01,2.364873377850573166e-01
2.600000000000000000e+01,2.366133299735416473e-01
2.600000000000000000e+01,2.367393221620259502e-01
2.600000000000000000e+01,2.368653143505102809e-01
2.600000000000000000e+01,2.369913065389945839e-01
2.600000000000000000e+01,2.371172987274788868e-01
2.600000000000000000e+01,2.372432909159632175e-01
2.600000000000000000e+01,2.373692831044475204e-01
2.600000000000000000e+01,2.374952752929318511e-01
2.600000000000000000e+01,2.376212674814161541e-01
2.600000000000000000e+01,2.377472596699004570e-01
2.600000000000000000e+01,2.378732518583847877e-01
2.600000000000000000e+01,2.379992440468690906e-01
2.600000000000000000e+01,2.381252362353534213e-01
2.600000000000000000e+01,2.382512284238377243e-01
2.600000000000000000e+01,2.383772206123220272e-01
2.600000000000000000e+01,2.385032128008063579e-01
2.600000000000000000e+01,2.386292049892906608e-01
2.600000000000000000e+01,2.387551971777749915e-01
2.600000000000000000e+01,2.388811893662592944e-01
2.600000000000000000e+01,2.390071815547435974e-01
2.600000000000000000e+01,2.391331737432279281e-01
2.600000000000000000e+01,2.392591659317122310e-01
2.600000000000000000e+01,2.393851581201965339e-01
2.600000000000000000e+01,2.395111503086808646e-01
2.600000000000000000e+01,2.396371424971651676e-01
2.600000000000000000e+01,2.397631346856494983e-01
2.600000000000000000e+01,2.398891268741338012e-01
2.600000000000000000e+01,2.400151190626181041e-01
2.600000000000000000e+01,2.401411112511024348e-01
2.600000000000000000e+01,2.402671034395867378e-01
2.600000000000000000e+01,2.403930956280710685e-01
2.600000000000000000e+01,2.405190878165553714e-01
2.600000000000000000e+01,2.406450800050396743e-01
2.600000000000000000e+01,2.407710721935240050e-01
2.600000000000000000e+01,2.408970643820083080e-01
2.600000000000000000e+01,2.410230565704926387e-01
2.600000000000000000e+01,2.411490487589769416e-01
2.600000000000000000e+01,2.412750409474612445e-01
2.600000000000000000e+01,2.414010331359455752e-01
2.600000000000000000e+01,2.415270253244298782e-01
2.600000000000000000e+01,2.416530175129142088e-01
2.600000000000000000e+01,2.417790097013985118e-01
2.600000000000000000e+01,2.419050018898828147e-01
2.600000000000000000e+01,2.420309940783671454e-01
2.600000000000000000e+01,2.421569862668514483e-01
2.600000000000000000e+01,2.422829784553357790e-01
2.600000000000000000e+01,2.424089706438200820e-01
2.600000000000000000e+01,2.425349628323043849e-01
2.600000000000000000e+01,2.426609550207887156e-01
2.600000000000000000e+01,2.427869472092730185e-01
2.600000000000000000e+01,2.429129393977573492e-01
2.600000000000000000e+01,2.430389315862416522e-01
2.600000000000000000e+01,2.431649237747259551e-01
2.600000000000000000e+01,2.432909159632102858e-01
2.600000000000000000e+01,2.434169081516945887e-01
2.600000000000000000e+01,2.435429003401789194e-01
2.600000000000000000e+01,2.436688925286632224e-01
2.600000000000000000e+01,2.437948847171475253e-01
2.600000000000000000e+01,2.439208769056318560e-01
2.600000000000000000e+01,2.440468690941161589e-01
2.600000000000000000e+01,2.441728612826004896e-01
2.600000000000000000e+01,2.442988534710847925e-01
2.600000000000000000e+01,2.444248456595690955e-01
2.600000000000000000e+01,2.445508378480534262e-01
2.600000000000000000e+01,2.446768300365377291e-01
2.600000000000000000e+01,2.448028222250220598e-01
2.600000000000000000e+01,2.449288144135063627e-01
2.600000000000000000e+01,2.450548066019906657e-01
2.600000000000000000e+01,2.451807987904749964e-01
2.600000000000000000e+01,2.453067909789592993e-01
2.600000000000000000e+01,2.454327831674436300e-01
2.600000000000000000e+01,2.455587753559279329e-01
2.600000000000000000e+01,2.456847675444122359e-01
2.600000000000000000e+01,2.458107597328965666e-01
2.600000000000000000e+01,2.459367519213808695e-01
2.600000000000000000e+01,2.460627441098652002e-01
2.600000000000000000e+01,2.461887362983495031e-01
2.600000000000000000e+01,2.463147284868338061e-01
2.600000000000000000e+01,2.464407206753181367e-01
2.600000000000000000e+01,2.465667128638024397e-01
2.600000000000000000e+01,2.466927050522867704e-01
2.600000000000000000e+01,2.468186972407710733e-01
2.600000000000000000e+01,2.469446894292553762e-01
2.600000000000000000e+01,2.470706816177397069e-01
2.600000000000000000e+01,2.471966738062240099e-01
2.600000000000000000e+01,2.473226659947083406e-01
2.600000000000000000e+01,2.474486581831926435e-01
2.600000000000000000e+01,2.475746503716769464e-01
2.600000000000000000e+01,2.477006425601612771e-01
2.600000000000000000e+01,2.478266347486455801e-01
2.600000000000000000e+01,2.479526269371299108e-01
2.600000000000000000e+01,2.480786191256142137e-01
2.600000000000000000e+01,2.482046113140985166e-01
2.600000000000000000e+01,2.483306035025828473e-01
2.600000000000000000e+01,2.484565956910671503e-01
2.600000000000000000e+01,2.485825878795514809e-01
2.600000000000000000e+01,2.487085800680357839e-01
2.600000000000000000e+01,2.488345722565200868e-01
2.600000000000000000e+01,2.489605644450044175e-01
2.600000000000000000e+01,2.490865566334887204e-01
2.600000000000000000e+01,2.492125488219730511e-01
2.600000000000000000e+01,2.493385410104573541e-01
2.600000000000000000e+01,2.494645331989416570e-01
2.600000000000000000e+01,2.495905253874259877e-01
2.600000000000000000e+01,2.497165175759102906e-01
2.600000000000000000e+01,2.498425097643946213e-01
2.600000000000000000e+01,2.499685019528789243e-01
2.600000000000000000e+01,2.500944941413632550e-01
2.600000000000000000e+01,2.502204863298475579e-01
2.600000000000000000e+01,2.503464785183318608e-01
2.600000000000000000e+01,2.504724707068161638e-01
2.600000000000000000e+01,2.505984628953004667e-01
2.600000000000000000e+01,2.507244550837848251e-01
2.600000000000000000e+01,2.508504472722691281e-01
2.600000000000000000e+01,2.509764394607534310e-01
2.600000000000000000e+01,2.511024316492377340e-01
2.700000000000000000e+01,2.512284238377220369e-01
2.700000000000000000e+01,2.513544160262063953e-01
2.700000000000000000e+01,2.514804082146906983e-01
2.700000000000000000e+01,2.516064004031750012e-01
2.700000000000000000e+01,2.517323925916593041e-01
2.700000000000000000e+01,2.518583847801436071e-01
2.700000000000000000e+01,2.519843769686279655e-01
2.700000000000000000e+01,2.521103691571122685e-01
2.700000000000000000e+01,2.522363613455965714e-01
2.700000000000000000e+01,2.523623535340808743e-01
2.700000000000000000e+01,2.524883457225651773e-01
2.700000000000000000e+01,2.526143379110495357e-01
2.700000000000000000e+01,2.527403300995338387e-01
2.700000000000000000e+01,2.528663222880181416e-01
2.700000000000000000e+01,2.529923144765024445e-01
2.700000000000000000e+01,2.531183066649867475e-01
2.700000000000000000e+01,2.532442988534711059e-01
2.700000000000000000e+01,2.533702910419554089e-01
2.700000000000000000e+01,2.534962832304397118e-01
2.700000000000000000e+01,2.536222754189240147e-01
2.700000000000000000e+01,2.537482676074083177e-01
2.700000000000000000e+01,2.538742597958926761e-01
2.700000000000000000e+01,2.540002519843769790e-01
2.700000000000000000e+01,2.541262441728612820e-01
2.700000000000000000e+01,2.542522363613455849e-01
2.700000000000000000e+01,2.543782285498298879e-01
2.700000000000000000e+01,2.545042207383142463e-01
2.700000000000000000e+01,2.546302129267985492e-01
2.700000000000000000e+01,2.547562051152828522e-01
2.700000000000000000e+01,2.548821973037671551e-01
2.700000000000000000e+01,2.550081894922514580e-01
2.700000000000000000e+01,2.551341816807358165e-01
2.700000000000000000e+01,2.552601738692201194e-01
2.700000000000000000e+01,2.553861660577044224e-01
2.700000000000000000e+01,2.555121582461887253e-01
2.700000000000000000e+01,2.556381504346730282e-01
2.700000000000000000e+01,2.557641426231573867e-01
2.700000000000000000e+01,2.558901348116416896e-01
2.700000000000000000e+01,2.560161270001259926e-01
2.700000000000000000e+01,2.561421191886102955e-01
2.700000000000000000e+01,2.562681113770945984e-01
2.700000000000000000e+01,2.563941035655789569e-01
2.700000000000000000e+01,2.565200957540632598e-01
2.700000000000000000e+01,2.566460879425475627e-01
2.700000000000000000e+01,2.567720801310318657e-01
2.700000000000000000e+01,2.568980723195161686e-01
2.700000000000000000e+01,2.570240645080005271e-01
2.700000000000000000e+01,2.571500566964848300e-01
2.700000000000000000e+01,2.572760488849691329e-01
2.700000000000000000e+01,2.574020410734534359e-01
2.700000000000000000e+01,2.575280332619377388e-01
2.700000000000000000e+01,2.576540254504220973e-01
2.700000000000000000e+01,2.577800176389064002e-01
2.700000000000000000e+01,2.579060098273907031e-01
2.700000000000000000e+01,2.580320020158750061e-01
2.700000000000000000e+01,2.581579942043593090e-01
2.700000000000000000e+01,2.582839863928436674e-01
2.700000000000000000e+01,2.584099785813279704e-01
2.700000000000000000e+01,2.585359707698122733e-01
2.700000000000000000e+01,2.586619629582965763e-01
2.700000000000000000e+01,2.587879551467808792e-01
2.700000000000000000e+01,2.589139473352652376e-01
2.700000000000000000e+01,2.590399395237495406e-01
2.700000000000000000e+01,2.591659317122338435e-01
2.700000000000000000e+01,2.592919239007181464e-01
2.700000000000000000e+01,2.594179160892024494e-01
2.700000000000000000e+01,2.595439082776868078e-01
2.700000000000000000e+01,2.596699004661711108e-01
2.700000000000000000e+01,2.597958926546554137e-01
2.700000000000000000e+01,2.599218848431397166e-01
2.700000000000000000e+01,2.600478770316240196e-01
2.700000000000000000e+01,2.601738692201083780e-01
2.700000000000000000e+01,2.602998614085926810e-01
2.700000000000000000e+01,2.604258535970769839e-01
2.800000000000000000e+01,2.605518457855612868e-01
2.800000000000000000e+01,2.606778379740455898e-01
2.800000000000000000e+01,2.608038301625299482e-01
2.800000000000000000e+01,2.609298223510142511e-01
2.800000000000000000e+01,2.610558145394985541e-01
2.800000000000000000e+01,2.611818067279828570e-01
2.800000000000000000e+01,2.613077989164671600e-01
2.800000000000000000e+01,2.614337911049515184e-01
2.800000000000000000e+01,2.615597832934358213e-01
2.800000000000000000e+01,2.616857754819201243e-01
2.800000000000000000e+01,2.618117676704044272e-01
2.800000000000000000e+01,2.619377598588887301e-01
2.800000000000000000e+01,2.620637520473730886e-01
2.800000000000000000e+01,2.621897442358573915e-01
2.800000000000000000e+01,2.623157364243416945e-01
2.800000000000000000e+01,2.624417286128259974e-01
2.800000000000000000e+01,2.625677208013103003e-01
2.800000000000000000e+01,2.626937129897946588e-01
2.800000000000000000e+01,2.628197051782789617e-01
2.800000000000000000e+01,2.629456973667632647e-01
2.800000000000000000e+01,2.630716895552475676e-01
2.800000000000000000e+01,2.631976817437318705e-01
2.800000000000000000e+01,2.633236739322162290e-01
2.800000000000000000e+01,2.634496661207005319e-01
2.800000000000000000e+01,2.635756583091848348e-01
2.800000000000000000e+01,2.637016504976691378e-01
2.800000000000000000e+01,2.638276426861534407e-01
2.800000000000000000e+01,2.639536348746377992e-01
2.800000000000000000e+01,2.640796270631221021e-01
2.800000000000000000e+01,2.642056192516064050e-01
2.800000000000000000e+01,2.643316114400907080e-01
2.800000000000000000e+01,2.644576036285750109e-01
2.800000000000000000e+01,2.645835958170593694e-01
2.800000000000000000e+01,2.647095880055436723e-01
2.800000000000000000e+01,2.648355801940279752e-01
2.800000000000000000e+01,2.649615723825122782e-01
2.800000000000000000e+01,2.650875645709965811e-01
2.800000000000000000e+01,2.652135567594809396e-01
2.800000000000000000e+01,2.653395489479652425e-01
2.800000000000000000e+01,2.654655411364495454e-01
2.800000000000000000e+01,2.655915333249338484e-01
2.800000000000000000e+01,2.657175255134181513e-01
2.800000000000000000e+01,2.658435177019025097e-01
2.800000000000000000e+01,2.659695098903868127e-01
2.800000000000000000e+01,2.660955020788711156e-01
2.800000000000000000e+01,2.662214942673554186e-01
2.800000000000000000e+01,2.663474864558397215e-01
2.800000000000000000e+01,2.664734786443240244e-01
2.800000000000000000e+01,2.665994708328083829e-01
2.800000000000000000e+01,2.667254630212926858e-01
2.800000000000000000e+01,2.668514552097769887e-01
2.900000000000000000e+01,2.669774473982612917e-01
2.900000000000000000e+01,2.671034395867455946e-01
2.900000000000000000e+01,2.672294317752299531e-01
2.900000000000000000e+01,2.673554239637142560e-01
2.900000000000000000e+01,2.674814161521985589e-01
2.900000000000000000e+01,2.676074083406828619e-01
2.900000000000000000e+01,2.677334005291671648e-01
2.900000000000000000e+01,2.678593927176515233e-01
2.900000000000000000e+01,2.679853849061358262e-01
2.900000000000000000e+01,2.681113770946201291e-01
2.900000000000000000e+01,2.682373692831044321e-01
2.900000000000000000e+01,2.683633614715887350e-01
2.900000000000000000e+01,2.684893536600730934e-01
2.900000000000000000e+01,2.686153458485573964e-01
2.900000000000000000e+01,2.687413380370416993e-01
2.900000000000000000e+01,2.688673302255260023e-01
2.900000000000000000e+01,2.689933224140103052e-01
2.900000000000000000e+01,2.691193146024946636e-01
2.900000000000000000e+01,2.692453067909789666e-01
2.900000000000000000e+01,2.693712989794632695e-01
2.900000000000000000e+01,2.694972911679475724e-01
2.900000000000000000e+01,2.696232833564318754e-01
2.900000000000000000e+01,2.697492755449162338e-01
2.900000000000000000e+01,2.698752677334005368e-01
2.900000000000000000e+01,2.700012599218848397e-01
2.900000000000000000e+01,2.701272521103691426e-01
2.900000000000000000e+01,2.702532442988534456e-01
2.900000000000000000e+01,2.703792364873378040e-01
2.900000000000000000e+01,2.705052286758221070e-01
2.900000000000000000e+01,2.706312208643064099e-01
2.900000000000000000e+01,2.707572130527907128e-01
2.900000000000000000e+01,2.708832052412750158e-01
2.900000000000000000e+01,2.710091974297593742e-01
2.900000000000000000e+01,2.711351896182436771e-01
2.900000000000000000e+01,2.712611818067279801e-01
2.900000000000000000e+01,2.713871739952122830e-01
2.900000000000000000e+01,2.715131661836965860e-01
2.900000000000000000e+01,2.716391583721809444e-01
2.900000000000000000e+01,2.717651505606652473e-01
2.900000000000000000e+01,2.718911427491495503e-01
2.900000000000000000e+01,2.720171349376338532e-01
2.900000000000000000e+01,2.721431271261181561e-01
2.900000000000000000e+01,2.722691193146025146e-01
2.900000000000000000e+01,2.723951115030868175e-01
2.900000000000000000e+01,2.725211036915711205e-01
2.900000000000000000e+01,2.726470958800554234e-01
2.900000000000000000e+01,2.727730880685397263e-01
2.900000000000000000e+01,2.728990802570240848e-01
2.900000000000000000e+01,2.730250724455083877e-01
2.900000000000000000e+01,2.731510646339926907e-01
2.900000000000000000e+01,2.732770568224769936e-01
2.900000000000000000e+01,2.734030490109612965e-01
2.900000000000000000e+01,2.735290411994456550e-01
2.900000000000000000e+01,2.736550333879299579e-01
2.900000000000000000e+01,2.737810255764142608e-01
2.900000000000000000e+01,2.739070177648985638e-01
2.900000000000000000e+01,2.740330099533828667e-01
2.900000000000000000e+01,2.741590021418672252e-01
2.900000000000000000e+01,2.742849943303515281e-01
2.900000000000000000e+01,2.744109865188358310e-01
2.900000000000000000e+01,2.745369787073201340e-01
2.900000000000000000e+01,2.746629708958044369e-01
2.900000000000000000e+01,2.747889630842887954e-01
2.900000000000000000e+01,2.749149552727730983e-01
2.900000000000000000e+01,2.750409474612574012e-01
2.900000000000000000e+01,2.751669396497417042e-01
2.900000000000000000e+01,2.752929318382260071e-01
2.900000000000000000e+01,2.754189240267103655e-01
2.900000000000000000e+01,2.755449162151946685e-01
2.900000000000000000e+01,2.756709084036789714e-01
2.900000000000000000e+01,2.757969005921632744e-01
2.900000000000000000e+01,2.759228927806475773e-01
2.900000000000000000e+01,2.760488849691319357e-01
2.900000000000000000e+01,2.761748771576162387e-01
2.900000000000000000e+01,2.763008693461005416e-01
2.900000000000000000e+01,2.764268615345848445e-01
2.900000000000000000e+01,2.765528537230691475e-01
2.900000000000000000e+01,2.766788459115535059e-01
2.900000000000000000e+01,2.768048381000378089e-01
2.900000000000000000e+01,2.769308302885221118e-01
3.000000000000000000e+01,2.770568224770064147e-01
3.000000000000000000e+01,2.771828146654907177e-01
3.000000000000000000e+01,2.773088068539750761e-01
3.000000000000000000e+01,2.774347990424593791e-01
3.000000000000000000e+01,2.775607912309436820e-01
3.000000000000000000e+01,2.776867834194279849e-01
3.000000000000000000e+01,2.778127756079122879e-01
3.000000000000000000e+01,2.779387677963966463e-01
3.000000000000000000e+01,2.780647599848809493e-01
3.000000000000000000e+01,2.781907521733652522e-01
3.000000000000000000e+01,2.783167443618495551e-01
3.000000000000000000e+01,2.784427365503338581e-01
3.000000000000000000e+01,2.785687287388182165e-01
3.000000000000000000e+01,2.786947209273025194e-01
3.000000000000000000e+01,2.788207131157868224e-01
3.000000000000000000e+01,2.789467053042711253e-01
3.000000000000000000e+01,2.790726974927554283e-01
3.000000000000000000e+01,2.791986896812397867e-01
3.000000000000000000e+01,2.793246818697240896e-01
3.000000000000000000e+01,2.794506740582083926e-01
3.000000000000000000e+01,2.795766662466926955e-01
3.000000000000000000e+01,2.797026584351769984e-01
3.000000000000000000e+01,2.798286506236613569e-01
3.000000000000000000e+01,2.799546428121456598e-01
3.000000000000000000e+01,2.800806350006299628e-01
3.000000000000000000e+01,2.802066271891142657e-01
3.000000000000000000e+01,2.803326193775985686e-01
3.000000000000000000e+01,2.804586115660829271e-01
3.000000000000000000e+01,2.805846037545672300e-01
3.000000000000000000e+01,2.807105959430515330e-01
3.000000000000000000e+01,2.808365881315358359e-01
3.000000000000000000e+01,2.809625803200201388e-01
3.000000000000000000e+01,2.810885725085044973e-01
3.000000000000000000e+01,2.812145646969888002e-01
3.000000000000000000e+01,2.813405568854731031e-01
3.000000000000000000e+01,2.814665490739574061e-01
3.000000000000000000e+01,2.815925412624417090e-01
3.000000000000000000e+01,2.817185334509260675e-01
3.000000000000000000e+01,2.818445256394103704e-01
3.000000000000000000e+01,2.819705178278946733e-01
3.000000000000000000e+01,2.820965100163789763e-01
3.000000000000000000e+01,2.822225022048632792e-01
3.000000000000000000e+01,2.823484943933476377e-01
3.000000000000000000e+01,2.824744865818319406e-01
3.000000000000000000e+01,2.826004787703162435e-01
3.000000000000000000e+01,2.827264709588005465e-01
3.000000000000000000e+01,2.828524631472848494e-01
3.000000000000000000e+01,2.829784553357692078e-01
3.000000000000000000e+01,2.831044475242535108e-01
3.000000000000000000e+01,2.832304397127378137e-01
3.000000000000000000e+01,2.833564319012221167e-01
3.000000000000000000e+01,2.834824240897064196e-01
3.000000000000000000e+01,2.836084162781907780e-01
3.000000000000000000e+01,2.837344084666750810e-01
3.000000000000000000e+01,2.838604006551593839e-01
3.000000000000000000e+01,2.839863928436436868e-01
3.000000000000000000e+01,2.841123850321279898e-01
3.000000000000000000e+01,2.842383772206123482e-01
3.000000000000000000e+01,2.843643694090966512e-01
3.000000000000000000e+01,2.844903615975809541e-01
3.000000000000000000e+01,2.846163537860652570e-01
3.000000000000000000e+01,2.847423459745495600e-01
3.000000000000000000e+01,2.848683381630339184e-01
3.000000000000000000e+01,2.849943303515182214e-01
3.000000000000000000e+01,2.851203225400025243e-01
3.000000000000000000e+01,2.852463147284868272e-01
3.000000000000000000e+01,2.853723069169711302e-01
3.000000000000000000e+01,2.854982991054554886e-01
3.000000000000000000e+01,2.856242912939397915e-01
3.000000000000000000e+01,2.857502834824240945e-01
3.000000000000000000e+01,2.858762756709083974e-01
3.000000000000000000e+01,2.860022678593927004e-01
3.000000000000000000e+01,2.861282600478770588e-01
3.100000000000000000e+01,2.862542522363613617e-01
3.100000000000000000e+01,2.863802444248456647e-01
3.100000000000000000e+01,2.865062366133299676e-01
3.100000000000000000e+01,2.866322288018142705e-01
3.100000000000000000e+01,2.867582209902986290e-01
3.100000000000000000e+01,2.868842131787829319e-01
3.100000000000000000e+01,2.870102053672672349e-01
3.100000000000000000e+01,2.871361975557515378e-01
3.100000000000000000e+01,2.872621897442358407e-01
3.100000000000000000e+01,2.873881819327201437e-01
3.100000000000000000e+01,2.875141741212045021e-01
3.100000000000000000e+01,2.876401663096888051e-01
3.100000000000000000e+01,2.877661584981731080e-01
3.100000000000000000e+01,2.878921506866574109e-01
3.100000000000000000e+01,2.880181428751417139e-01
3.100000000000000000e+01,2.881441350636260723e-01
3.100000000000000000e+01,2.882701272521103752e-01
3.100000000000000000e+01,2.883961194405946782e-01
3.100000000000000000e+01,2.885221116290789811e-01
3.100000000000000000e+01,2.886481038175632841e-01
3.100000000000000000e+01,2.887740960060476425e-01
3.100000000000000000e+01,2.889000881945319454e-01
3.100000000000000000e+01,2.890260803830162484e-01
3.100000000000000000e+01,2.891520725715005513e-01
3.100000000000000000e+01,2.892780647599848542e-01
3.100000000000000000e+01,2.894040569484692127e-01
3.100000000000000000e+01,2.895300491369535156e-01
3.100000000000000000e+01,2.896560413254378186e-01
3.100000000000000000e+01,2.897820335139221215e-01
3.100000000000000000e+01,2.899080257024064244e-01
3.100000000000000000e+01,2.900340178908907829e-01
3.100000000000000000e+01,2.901600100793750858e-01
3.100000000000000000e+01,2.902860022678593888e-01
3.100000000000000000e+01,2.904119944563436917e-01
3.100000000000000000e+01,2.905379866448279946e-01
3.100000000000000000e+01,2.906639788333123531e-01
3.100000000000000000e+01,2.907899710217966560e-01
3.100000000000000000e+01,2.909159632102809590e-01
3.100000000000000000e+01,2.910419553987652619e-01
3.100000000000000000e+01,2.911679475872495648e-01
3.100000000000000000e+01,2.912939397757339233e-01
3.100000000000000000e+01,2.914199319642182262e-01
3.100000000000000000e+01,2.915459241527025291e-01
3.100000000000000000e+01,2.916719163411868321e-01
3.100000000000000000e+01,2.917979085296711350e-01
3.100000000000000000e+01,2.919239007181554935e-01
3.100000000000000000e+01,2.920498929066397964e-01
3.100000000000000000e+01,2.921758850951240993e-01
3.100000000000000000e+01,2.923018772836084023e-01
3.100000000000000000e+01,2.924278694720927052e-01
3.100000000000000000e+01,2.925538616605770637e-01
3.100000000000000000e+01,2.926798538490613666e-01
3.100000000000000000e+01,2.928058460375456695e-01
3.100000000000000000e+01,2.929318382260299725e-01
3.100000000000000000e+01,2.930578304145142754e-01
3.100000000000000000e+01,2.931838226029986338e-01
3.100000000000000000e+01,2.933098147914829368e-01
3.100000000000000000e+01,2.934358069799672397e-01
3.100000000000000000e+01,2.935617991684515427e-01
3.100000000000000000e+01,2.936877913569358456e-01
3.100000000000000000e+01,2.938137835454202040e-01
3.100000000000000000e+01,2.939397757339045070e-01
3.100000000000000000e+01,2.940657679223888099e-01
3.100000000000000000e+01,2.941917601108731128e-01
3.100000000000000000e+01,2.943177522993574158e-01
3.100000000000000000e+01,2.944437444878417742e-01
3.100000000000000000e+01,2.945697366763260772e-01
3.100000000000000000e+01,2.946957288648103801e-01
3.100000000000000000e+01,2.948217210532946830e-01
3.100000000000000000e+01,2.949477132417789860e-01
3.100000000000000000e+01,2.950737054302633444e-01
3.100000000000000000e+01,2.951996976187476474e-01
3.100000000000000000e+01,2.953256898072319503e-01
3.100000000000000000e+01,2.954516819957162532e-01
3.100000000000000000e+01,2.955776741842005562e-01
3.100000000000000000e+01,2.957036663726849146e-01
3.100000000000000000e+01,2.958296585611692175e-01
3.100000000000000000e+01,2.959556507496535205e-01
3.100000000000000000e+01,2.960816429381378234e-01
3.100000000000000000e+01,2.962076351266221264e-01
3.100000000000000000e+01,2.963336273151064848e-01
3.100000000000000000e+01,2.964596195035907877e-01
3.100000000000000000e+01,2.965856116920750907e-01
3.100000000000000000e+01,2.967116038805593936e-01
3.200000000000000000e+01,2.968375960690436965e-01
3.200000000000000000e+01,2.969635882575280550e-01
3.200000000000000000e+01,2.970895804460123579e-01
3.200000000000000000e+01,2.972155726344966609e-01
3.200000000000000000e+01,2.973415648229809638e-01
3.200000000000000000e+01,2.974675570114652667e-01
3.200000000000000000e+01,2.975935491999496252e-01
3.200000000000000000e+01,2.977195413884339281e-01
3.200000000000000000e+01,2.978455335769182311e-01
3.200000000000000000e+01,2.979715257654025340e-01
3.200000000000000000e+01,2.980975179538868369e-01
3.200000000000000000e+01,2.982235101423711954e-01
3.200000000000000000e+01,2.983495023308554983e-01
3.200000000000000000e+01,2.984754945193398012e-01
3.200000000000000000e+01,2.986014867078241042e-01
3.200000000000000000e+01,2.987274788963084071e-01
3.200000000000000000e+01,2.988534710847927656e-01
3.200000000000000000e+01,2.989794632732770685e-01
3.200000000000000000e+01,2.991054554617613714e-01
3.200000000000000000e+01,2.992314476502456744e-01
3.200000000000000000e+01,2.993574398387299773e-01
3.200000000000000000e+01,2.994834320272143358e-01
3.200000000000000000e+01,2.996094242156986387e-01
3.200000000000000000e+01,2.997354164041829416e-01
3.200000000000000000e+01,2.998614085926672446e-01
3.200000000000000000e+01,2.999874007811515475e-01
3.200000000000000000e+01,3.001133929696359059e-01
3.200000000000000000e+01,3.002393851581202089e-01
3.200000000000000000e+01,3.003653773466045118e-01
3.200000000000000000e+01,3.004913695350888148e-01
3.200000000000000000e+01,3.006173617235731177e-01
3.300000000000000000e+01,3.007433539120574761e-01
3.300000000000000000e+01,3.008693461005417791e-01
3.300000000000000000e+01,3.009953382890260820e-01
3.300000000000000000e+01,3.011213304775103849e-01
3.300000000000000000e+01,3.012473226659946879e-01
3.300000000000000000e+01,3.013733148544790463e-01
3.300000000000000000e+01,3.014993070429633493e-01
3.300000000000000000e+01,3.016252992314476522e-01
3.300000000000000000e+01,3.017512914199319551e-01
3.300000000000000000e+01,3.018772836084162581e-01
3.300000000000000000e+01,3.020032757969006165e-01
